city_id,city_name,state_id,state_name
190,Vergennes,IL,Illinois
191,Hallstead,PA,Pennsylvania
192,Cuyahoga Heights,OH,Ohio
193,Smiley,TX,Texas
194,Jayton,TX,Texas
195,Cobden,IL,Illinois
196,York Hamlet,NY,New York
197,Fox Chase,PA,Pennsylvania
198,Heckscherville,PA,Pennsylvania
199,Smethport,PA,Pennsylvania
200,Good Hope,CA,California
201,Carlisle,IA,Iowa
202,Hines,OR,Oregon
203,Dearborn,MO,Missouri
204,Cashion Community,TX,Texas
205,Hillside Lake,NY,New York
206,Gibson City,IL,Illinois
207,Hanover Park,IL,Illinois
208,High Ridge,MO,Missouri
209,Lake Cherokee,TX,Texas
210,Caldwell,OH,Ohio
211,Derby,OH,Ohio
212,McLean,IL,Illinois
213,Eighty Four,PA,Pennsylvania
214,Hettick,IL,Illinois
215,Thomaston,NY,New York
216,Belle Rive,IL,Illinois
217,Lattimer,PA,Pennsylvania
218,Rangerville,TX,Texas
219,Sundown,MO,Missouri
220,Guadalupe Guerra,TX,Texas
221,Perryville,MO,Missouri
222,Highpoint,OH,Ohio
223,Riverdale,CA,California
224,Stone Creek,OH,Ohio
225,Pierce City,MO,Missouri
226,Parkesburg,PA,Pennsylvania
227,Fowlerton,TX,Texas
228,St. Johns,IL,Illinois
229,Briarcliff,TX,Texas
230,Villa Verde,TX,Texas
231,Garden City,TX,Texas
232,Davenport,IA,Iowa
233,Buford,OH,Ohio
234,Elbert,TX,Texas
235,Throop,PA,Pennsylvania
236,Donald,WA,Washington
237,Bell,CA,California
238,Carol Stream,IL,Illinois
239,Chesterland,OH,Ohio
240,Santa Cruz,CA,California
241,Malta,IL,Illinois
242,Cypress,CA,California
243,Christine,TX,Texas
244,Campo,CA,California
245,Millerton,IA,Iowa
246,Villa Grove,IL,Illinois
247,LaSalle,IL,Illinois
248,Oyehut,WA,Washington
249,Dows,IA,Iowa
250,La Russell,MO,Missouri
251,Marcus Hook,PA,Pennsylvania
252,Muir,PA,Pennsylvania
253,North Fort Lewis,WA,Washington
254,Atwood,IL,Illinois
255,Hedwig Village,TX,Texas
256,Wilson City,MO,Missouri
257,Long Grove,IL,Illinois
258,Hillside,NY,New York
259,Williston,OH,Ohio
260,Yukon,PA,Pennsylvania
261,Tennessee,IL,Illinois
262,Leonard,MO,Missouri
263,Stonybrook,PA,Pennsylvania
264,Carmel Valley Village,CA,California
265,Grimes,IA,Iowa
266,New Madison,OH,Ohio
267,Alta,CA,California
268,Kirkwood,IL,Illinois
269,Hudson,IL,Illinois
270,West Alexandria,OH,Ohio
271,Newry,PA,Pennsylvania
272,Country Club,MO,Missouri
273,Madison,CA,California
274,Ellsinore,MO,Missouri
275,Milroy,PA,Pennsylvania
276,Sansom Park,TX,Texas
277,Creswell,OR,Oregon
278,Fairdealing,MO,Missouri
279,Silex,MO,Missouri
280,Rusk,TX,Texas
281,Saline̱o North,TX,Texas
282,Prompton,PA,Pennsylvania
283,Old Appleton,MO,Missouri
284,Guthrie,TX,Texas
285,Albion,IA,Iowa
286,Seven Valleys,PA,Pennsylvania
287,Montezuma,IA,Iowa
288,Woodlawn,OH,Ohio
289,West Covina,CA,California
290,Yorktown,IA,Iowa
291,Buffalo Grove,IL,Illinois
292,Garden View,PA,Pennsylvania
293,Galeville,NY,New York
294,Freeport,CA,California
295,Gleed,WA,Washington
296,Rentchler,IL,Illinois
297,Artondale,WA,Washington
298,Lakewood,NY,New York
299,Elderton,PA,Pennsylvania
300,Coulee Dam,WA,Washington
301,Sheridan,MO,Missouri
302,Dodson,TX,Texas
303,West Liberty,OH,Ohio
304,Harrisonville,MO,Missouri
305,Pomona,CA,California
306,Runge,TX,Texas
307,Versailles,OH,Ohio
308,Cayuga Heights,NY,New York
309,McKittrick,MO,Missouri
310,Clintonville,PA,Pennsylvania
311,Hartland,CA,California
312,Stamford,NY,New York
313,Hoffman Estates,IL,Illinois
314,Fairport Harbor,OH,Ohio
315,Hayti,MO,Missouri
316,Brookside Village,TX,Texas
317,New Haven,IA,Iowa
318,Fellows,CA,California
319,Foresthill,CA,California
320,Oreana,IL,Illinois
321,Richfield,OH,Ohio
322,St. Louisville,OH,Ohio
323,Elizabeth Lake,CA,California
324,Belle Prairie City,IL,Illinois
325,North Pearsall,TX,Texas
326,Plains,TX,Texas
327,New Berlin,IL,Illinois
328,Swan,IA,Iowa
329,Pearl,IL,Illinois
330,Gresham,OR,Oregon
331,Newport,NY,New York
332,Jeffersonville,IL,Illinois
333,Trowbridge,CA,California
334,Ballville,OH,Ohio
335,Marshallton,PA,Pennsylvania
336,Canal Winchester,OH,Ohio
337,Waldport,OR,Oregon
338,University Gardens,NY,New York
339,Gold Hill,OR,Oregon
340,Norridge,IL,Illinois
341,Airway Heights,WA,Washington
342,Bellflower,CA,California
343,Volente,TX,Texas
344,Monte Alto,TX,Texas
345,McKeesport,PA,Pennsylvania
346,Neosho,MO,Missouri
347,Harrah,WA,Washington
348,Birdsboro,PA,Pennsylvania
349,Avocado Heights,CA,California
350,Mohawk Vista,CA,California
351,Argyle,TX,Texas
352,Shoreham,NY,New York
353,Gravity,IA,Iowa
354,North Olmsted,OH,Ohio
355,Arlington Heights,IL,Illinois
356,Farmersville,PA,Pennsylvania
357,Rockledge,PA,Pennsylvania
358,Nora,IL,Illinois
359,Honeoye Falls,NY,New York
360,Shumway,IL,Illinois
361,Forest Grove,OR,Oregon
362,Lueders,TX,Texas
363,Mitchell,IL,Illinois
364,Westbrook,TX,Texas
365,Ireton,IA,Iowa
366,Long Lake,IL,Illinois
367,Buellton,CA,California
368,Cleves,OH,Ohio
369,Pecan Gap,TX,Texas
370,Brogan,OR,Oregon
371,Dexter City,OH,Ohio
372,West Brownsville,PA,Pennsylvania
373,Mesa Verde,CA,California
374,Pine Hollow,OR,Oregon
375,Colver,PA,Pennsylvania
376,Galt,MO,Missouri
377,Valle Hermoso,TX,Texas
378,Brownsville,OH,Ohio
379,Clarksdale,MO,Missouri
380,Skokomish,WA,Washington
381,Northwood,IA,Iowa
382,La Rosita,TX,Texas
383,Johnstown,NY,New York
384,Wheatland,CA,California
385,Victor,CA,California
386,Houghton,NY,New York
387,Finleyville,PA,Pennsylvania
388,Martelle,IA,Iowa
389,Helena,OH,Ohio
390,Navarre,OH,Ohio
391,Darrtown,OH,Ohio
392,Molalla,OR,Oregon
393,South Houston,TX,Texas
394,Pe Ell,WA,Washington
395,Galena Park,TX,Texas
396,Maple Heights,OH,Ohio
397,Ste. Genevieve,MO,Missouri
398,Tetherow,OR,Oregon
399,Firebaugh,CA,California
400,Reminderville,OH,Ohio
401,Potosi,TX,Texas
402,Breckenridge Hills,MO,Missouri
403,Lewistown,PA,Pennsylvania
404,East Orosi,CA,California
405,Mediapolis,IA,Iowa
406,Puyallup,WA,Washington
407,Woodsboro,TX,Texas
408,Basco,IL,Illinois
409,White Hall,IL,Illinois
410,Inwood,IA,Iowa
411,Cross Roads,TX,Texas
412,Oakesdale,WA,Washington
413,Loch Sheldrake,NY,New York
414,Carmel-by-the-Sea,CA,California
415,Avoca,NY,New York
416,South Canal,OH,Ohio
417,Mi Ranchito Estate,TX,Texas
418,Conyngham,PA,Pennsylvania
419,Evadale,TX,Texas
420,Hayesville,OH,Ohio
421,Gray Summit,MO,Missouri
422,Rockford,IA,Iowa
423,Goldsboro,PA,Pennsylvania
424,Independence,OH,Ohio
425,Canisteo,NY,New York
426,Rock Rapids,IA,Iowa
427,Bridgeport,CA,California
428,Garden Farms,CA,California
429,Polo,IL,Illinois
430,Reklaw,TX,Texas
431,Olmos Park,TX,Texas
432,Shelbyville,IL,Illinois
433,Lake Shore,WA,Washington
434,Plandome Manor,NY,New York
435,S.N.P.J.,PA,Pennsylvania
436,Schnecksville,PA,Pennsylvania
437,Lake Lotawana,MO,Missouri
438,Danville,IL,Illinois
439,Germantown,OH,Ohio
440,Clarendon,PA,Pennsylvania
441,Highland Hills,OH,Ohio
442,Fort Plain,NY,New York
443,Heidlersburg,PA,Pennsylvania
444,Alma,MO,Missouri
445,North York,PA,Pennsylvania
446,South Amherst,OH,Ohio
447,Northlake,TX,Texas
448,Mount Wolf,PA,Pennsylvania
449,Barberton,OH,Ohio
450,Excelsior Springs,MO,Missouri
451,Junction City,WA,Washington
452,Marble Hill,MO,Missouri
453,Matamoras,OH,Ohio
454,Elwood,NY,New York
455,Weatherby,MO,Missouri
456,Muscatine,IA,Iowa
457,Sellersville,PA,Pennsylvania
458,Uniontown,WA,Washington
459,Cudahy,CA,California
460,Kinderhook,NY,New York
461,Marionville,MO,Missouri
462,Stonington,IL,Illinois
463,Refugio,TX,Texas
464,Dexter,IA,Iowa
465,Williamsburg,IA,Iowa
466,Chrisman,IL,Illinois
467,Nyack,NY,New York
468,Victoria,IL,Illinois
469,Dundee,NY,New York
470,Hollister,MO,Missouri
471,Waverly,PA,Pennsylvania
472,Lonerock,OR,Oregon
473,Streetman,TX,Texas
474,Chesterfield,MO,Missouri
475,Tulare,CA,California
476,South Mountain,TX,Texas
477,Mosier,OR,Oregon
478,Warren,PA,Pennsylvania
479,Fletcher,OH,Ohio
480,Lozano,TX,Texas
481,Champion Heights,OH,Ohio
482,Springerton,IL,Illinois
483,Lancaster,OH,Ohio
484,Aquilla,OH,Ohio
485,Schoeneck,PA,Pennsylvania
486,Lake Dallas,TX,Texas
487,Poland,NY,New York
488,Barry,IL,Illinois
489,B and E,TX,Texas
490,Bluetown,TX,Texas
491,Deschutes River Woods,OR,Oregon
492,Quail Creek,TX,Texas
493,Pena,TX,Texas
494,Harvey,IL,Illinois
495,Tylersburg,PA,Pennsylvania
496,Downieville,CA,California
497,McClellan Park,CA,California
498,Martinsville,OH,Ohio
499,South Creek,WA,Washington
500,Sherburne,NY,New York
501,East Atlantic Beach,NY,New York
502,Port Costa,CA,California
503,De Soto,IL,Illinois
504,Clever,MO,Missouri
505,Cooter,MO,Missouri
506,Fox Chapel,PA,Pennsylvania
507,Fox Lake Hills,IL,Illinois
508,Viola,NY,New York
509,Lebanon,IL,Illinois
510,Harlan,IA,Iowa
511,Chambersburg,PA,Pennsylvania
512,Packwood,IA,Iowa
513,Vanlue,OH,Ohio
514,Benicia,CA,California
515,Bay View,OH,Ohio
516,West Kittanning,PA,Pennsylvania
517,Toronto,IA,Iowa
518,Signal Hill,CA,California
519,Lakeside City,TX,Texas
520,Cumbola,PA,Pennsylvania
521,Cazenovia,NY,New York
522,San Carlos II,TX,Texas
523,West Alton,MO,Missouri
524,Coffee City,TX,Texas
525,Park View,IA,Iowa
526,New Oxford,PA,Pennsylvania
527,Lake Almanor West,CA,California
528,Holtville,CA,California
529,Amador City,CA,California
530,Crescent City,CA,California
531,Gold Bar,WA,Washington
532,McArthur,CA,California
533,Tye,TX,Texas
534,Enfield,IL,Illinois
535,Moscow Mills,MO,Missouri
536,Fobes Hill,WA,Washington
537,Lodi,NY,New York
538,Speers,PA,Pennsylvania
539,Middleport,PA,Pennsylvania
540,New Philadelphia,OH,Ohio
541,San Ardo,CA,California
542,Mentone,CA,California
543,Hartline,WA,Washington
544,Mason City,IL,Illinois
545,Whitewright,TX,Texas
546,Rome,IA,Iowa
547,Foster,MO,Missouri
548,Kreamer,PA,Pennsylvania
549,Weatherly,PA,Pennsylvania
550,Orick,CA,California
551,Rowan,IA,Iowa
552,Ellsworth,IA,Iowa
553,Bayside,TX,Texas
554,Kissee Mills,MO,Missouri
555,Mountainhome,PA,Pennsylvania
556,Winston,OR,Oregon
557,Pleasant Hill,IL,Illinois
558,Mount Gretna,PA,Pennsylvania
559,Baywood,NY,New York
560,Pacific City,OR,Oregon
561,Coalville,IA,Iowa
562,San Carlos I,TX,Texas
563,Mount Sterling,IL,Illinois
564,Doyle,CA,California
565,Jackson Center,OH,Ohio
566,Cetronia,PA,Pennsylvania
567,Dolliver,IA,Iowa
568,Trona,CA,California
569,Westfield,NY,New York
570,Heuvelton,NY,New York
571,Rauchtown,PA,Pennsylvania
572,Green Tree,PA,Pennsylvania
573,West Point,IL,Illinois
574,Bath,NY,New York
575,Del Rey,CA,California
576,Corcoran,CA,California
577,Clarence,MO,Missouri
578,Burgettstown,PA,Pennsylvania
579,Wasola,MO,Missouri
580,Portage Lakes,OH,Ohio
581,Ringsted,IA,Iowa
582,Moorpark,CA,California
583,Hammond,NY,New York
584,Milton,PA,Pennsylvania
585,Morales-Sanchez,TX,Texas
586,Smock,PA,Pennsylvania
587,Tara Hills,CA,California
588,Sauk Village,IL,Illinois
589,Dover,MO,Missouri
590,Shrewsbury,PA,Pennsylvania
591,Government Camp,OR,Oregon
592,Kent,IA,Iowa
593,Hartley,IA,Iowa
594,Lackawanna,NY,New York
595,Euless,TX,Texas
596,Lacon,IL,Illinois
597,Orrville,OH,Ohio
598,Big Spring,MO,Missouri
599,Roslyn Heights,NY,New York
600,Atascocita,TX,Texas
601,Gold Key Lake,PA,Pennsylvania
602,Lookout,CA,California
603,Bonney Lake,WA,Washington
604,South Farmingdale,NY,New York
605,Gunn City,MO,Missouri
606,Harper,TX,Texas
607,Perry,OH,Ohio
608,South Solon,OH,Ohio
609,Garden Prairie,IL,Illinois
610,Kingston,PA,Pennsylvania
611,Big Beaver,PA,Pennsylvania
612,Spring Hill,IA,Iowa
613,Golden's Bridge,NY,New York
614,Eatonville,WA,Washington
615,Munday,TX,Texas
616,McGregor,TX,Texas
617,Bemus Point,NY,New York
618,Metcalf,IL,Illinois
619,Lockport,NY,New York
620,Taylor Springs,IL,Illinois
621,Brackenridge,PA,Pennsylvania
622,Ocean Park,WA,Washington
623,Syracuse,NY,New York
624,Gallatin,MO,Missouri
625,East Islip,NY,New York
626,Vista,CA,California
627,Brentwood,MO,Missouri
628,Three Rivers,TX,Texas
629,Lone Pine,CA,California
630,Shippensburg University,PA,Pennsylvania
631,Coyote Flats,TX,Texas
632,Scotts Mills,OR,Oregon
633,Bellmore,NY,New York
634,Agua Dulce,CA,California
635,Ladd,IL,Illinois
636,Grangeville,CA,California
637,Lorimor,IA,Iowa
638,Forest City,PA,Pennsylvania
639,Bloomington,TX,Texas
640,Granite Falls,WA,Washington
641,Alma,IL,Illinois
642,Pine Grove,WA,Washington
643,West Islip,NY,New York
644,Pescadero,CA,California
645,Middletown,NY,New York
646,Trooper,PA,Pennsylvania
647,Orient,IL,Illinois
648,Huey,IL,Illinois
649,Fullerton,CA,California
650,Jordan Valley,OR,Oregon
651,Rye Brook,NY,New York
652,Lockbourne,OH,Ohio
653,Morrisville,MO,Missouri
654,O'Donnell,TX,Texas
655,East Tulare Villa,CA,California
656,Brundage,TX,Texas
657,Central Square,NY,New York
658,Natalia,TX,Texas
659,Fort Bragg,CA,California
660,Humphreys,MO,Missouri
661,East Brady,PA,Pennsylvania
662,Minersville,PA,Pennsylvania
663,Hughestown,PA,Pennsylvania
664,Shasta Lake,CA,California
665,Fair Oaks,OR,Oregon
666,Conroe,TX,Texas
667,Charleston,IL,Illinois
668,Greentown,OH,Ohio
669,Bingham,IL,Illinois
670,New Virginia,IA,Iowa
671,Bellmead,TX,Texas
672,North Creek,NY,New York
673,Tower Lakes,IL,Illinois
674,Ardsley,NY,New York
675,West Homestead,PA,Pennsylvania
676,Pecan Grove,TX,Texas
677,Shingle Springs,CA,California
678,Arlington Heights,WA,Washington
679,Los Arcos,TX,Texas
680,Melcher-Dallas,IA,Iowa
681,Alton,IL,Illinois
682,Bradford,PA,Pennsylvania
683,Essex,IA,Iowa
684,Akron,OH,Ohio
685,Milton,IA,Iowa
686,Weston Mills,NY,New York
687,Purdy,WA,Washington
688,Chelsea,IA,Iowa
689,Long Branch,PA,Pennsylvania
690,Thomson,IL,Illinois
691,Valley Stream,NY,New York
692,Kellerton,IA,Iowa
693,Falcon Mesa,TX,Texas
694,South Corning,NY,New York
695,Wasco,CA,California
696,Jamestown,OH,Ohio
697,Cleveland Heights,OH,Ohio
698,Clio,CA,California
699,Lewisburg,OH,Ohio
700,Radom,IL,Illinois
701,Holy Cross,IA,Iowa
702,Grover Hill,OH,Ohio
703,Culver,OR,Oregon
704,Maple Heights-Lake Desire,WA,Washington
705,Green Valley Farms,TX,Texas
706,Chestnut,IL,Illinois
707,Liscomb,IA,Iowa
708,Cross Timber,TX,Texas
709,Mexico,MO,Missouri
710,Hillside,IL,Illinois
711,Vienna Center,OH,Ohio
712,Plain City,OH,Ohio
713,Schuylkill Haven,PA,Pennsylvania
714,El Paso,TX,Texas
715,Le Grand,CA,California
716,Polk City,IA,Iowa
717,Neah Bay,WA,Washington
718,New Milford,PA,Pennsylvania
719,Oakland,IL,Illinois
720,Country Life Acres,MO,Missouri
721,Los Lobos,TX,Texas
722,Sandoval,IL,Illinois
723,Oneonta,NY,New York
724,Bristol,PA,Pennsylvania
725,Belle Terre,NY,New York
726,Irwin,IA,Iowa
727,Luckey,OH,Ohio
728,Port Jefferson,NY,New York
729,Cameron Park,CA,California
730,Cedarville,CA,California
731,Parksdale,CA,California
732,Bolan,IA,Iowa
733,Warson Woods,MO,Missouri
734,Hawthorne,CA,California
735,Kansas,IL,Illinois
736,Salisbury Mills,NY,New York
737,Stratford,IA,Iowa
738,Freistatt,MO,Missouri
739,Leavenworth,WA,Washington
740,Setauket-East Setauket,NY,New York
741,Lake Bridgeport,TX,Texas
742,Obetz,OH,Ohio
743,Alpha,IL,Illinois
744,Calvert,TX,Texas
745,Madisonville,TX,Texas
746,Third Lake,IL,Illinois
747,Beaux Arts Village,WA,Washington
748,San Antonio,TX,Texas
749,Silver Lake,OH,Ohio
750,Crest,CA,California
751,Humansville,MO,Missouri
752,Woodcreek,TX,Texas
753,Lincoln,CA,California
754,North Star,OH,Ohio
755,Murphys,CA,California
756,University at Buffalo,NY,New York
757,Villisca,IA,Iowa
758,Jasper,MO,Missouri
759,Prescott,IA,Iowa
760,Brook Park,OH,Ohio
761,Elrama,PA,Pennsylvania
762,Yosemite Valley,CA,California
763,Plainville,IL,Illinois
764,Murphy,MO,Missouri
765,Clarion,PA,Pennsylvania
766,Sappington,MO,Missouri
767,Orient,NY,New York
768,Steger,IL,Illinois
769,Lido Beach,NY,New York
770,Anchor Bay,CA,California
771,Pixley,CA,California
772,Tremont,PA,Pennsylvania
773,Rosser,TX,Texas
774,Coulter,IA,Iowa
775,Ginger Blue,MO,Missouri
776,Olds,IA,Iowa
777,Blandon,PA,Pennsylvania
778,Bennett,IA,Iowa
779,Temelec,CA,California
780,Chapin,IA,Iowa
781,Marion,IA,Iowa
782,Sodaville,OR,Oregon
783,Harris,IA,Iowa
784,Duluth,WA,Washington
785,Soulsbyville,CA,California
786,Montecito,CA,California
787,Coffee Creek,CA,California
788,Honcut,CA,California
789,Eagle Point,OR,Oregon
790,Westlake Village,CA,California
791,Thousand Island Park,NY,New York
792,Marathon,TX,Texas
793,Picture Rocks,PA,Pennsylvania
794,Arispe,IA,Iowa
795,Rippey,IA,Iowa
796,Flordell Hills,MO,Missouri
797,Candor,NY,New York
798,De Leon,TX,Texas
799,Pecan Hill,TX,Texas
800,Brewster,WA,Washington
801,Roulette,PA,Pennsylvania
802,Corvallis,OR,Oregon
803,Los Ybanez,TX,Texas
804,Callao,MO,Missouri
805,Salix,IA,Iowa
806,Victor,NY,New York
807,Blue Island,IL,Illinois
808,Blairstown,IA,Iowa
809,Laredo Ranchettes West,TX,Texas
810,Baumstown,PA,Pennsylvania
811,Shellsburg,IA,Iowa
812,Plymptonville,PA,Pennsylvania
813,Marquez,TX,Texas
814,Kennett,MO,Missouri
815,East Massapequa,NY,New York
816,Alamo Heights,TX,Texas
817,Buttonwillow,CA,California
818,Curtice,OH,Ohio
819,Big Sandy,TX,Texas
820,Country Acres,TX,Texas
821,Slippery Rock,PA,Pennsylvania
822,Metz,MO,Missouri
823,Tierra Bonita,TX,Texas
824,Ravensdale,WA,Washington
825,Decatur,IL,Illinois
826,Florence,IL,Illinois
827,Orange City,IA,Iowa
828,Earling,IA,Iowa
829,Westworth Village,TX,Texas
830,Qui-nai-elt Village,WA,Washington
831,Jefferson,OR,Oregon
832,Del Rey Oaks,CA,California
833,Ross,OH,Ohio
834,Beaver,PA,Pennsylvania
835,Geneva,PA,Pennsylvania
836,Lynnwood,WA,Washington
837,Pardeesville,PA,Pennsylvania
838,Pottersville,NY,New York
839,Millwood,PA,Pennsylvania
840,Meadville,PA,Pennsylvania
841,Holgate,OH,Ohio
842,Tolar,TX,Texas
843,Yetter,IA,Iowa
844,Berryville,TX,Texas
845,McClure,IL,Illinois
846,East Uniontown,PA,Pennsylvania
847,Marlborough,MO,Missouri
848,Tightwad,MO,Missouri
849,Banner,IL,Illinois
850,Valentine,TX,Texas
851,Lake Villa,IL,Illinois
852,Dodd City,TX,Texas
853,Rockville Centre,NY,New York
854,Manchester,IA,Iowa
855,Cedar Crest,PA,Pennsylvania
856,Garden Ridge,TX,Texas
857,Oroville East,CA,California
858,Fultonville,NY,New York
859,Churchtown,PA,Pennsylvania
860,Lake Tomahawk,OH,Ohio
861,Freeman,MO,Missouri
862,El Brazil,TX,Texas
863,Black Diamond,WA,Washington
864,Brockport,NY,New York
865,Woodcrest,CA,California
866,Shelter Cove,CA,California
867,Arlington,IA,Iowa
868,Hungerford,TX,Texas
869,Emory,TX,Texas
870,Ada,OH,Ohio
871,Irvine,CA,California
872,Columbia,CA,California
873,Eagle Lake,TX,Texas
874,Britt,IA,Iowa
875,Westmont,IL,Illinois
876,Arcadia,CA,California
877,Verlot,WA,Washington
878,Desert Shores,CA,California
879,Lometa,TX,Texas
880,Lopezville,TX,Texas
881,McElhattan,PA,Pennsylvania
882,Rancho San Diego,CA,California
883,Dorrington,CA,California
884,Platte Woods,MO,Missouri
885,Beaverdam,OH,Ohio
886,Alhambra,CA,California
887,Mountville,PA,Pennsylvania
